n_mut,mut_type,seed,genotypes_nnz,brick_graph_nnz,linarg_nnz,linarg_ratio,brick_graph_ratio
500,back,58,19785131,2050306,297592,66.48408223339337,9.64984299904502
500,back,59,20100298,2104810,302146,66.52511699641894,9.549697122305576
500,back,60,19088073,1967761,293260,65.08924844847576,9.700402132169506
500,back,61,21973215,2366284,303824,72.32218323766391,9.285958490189682
500,back,62,20787555,2262657,297876,69.7859344156629,9.187232090414058
500,back,63,20295066,2392081,292203,69.4553649346516,8.48427206269353
500,back,64,20376534,2201052,295262,69.01170485873563,9.257634076796005
500,back,65,20949297,2391582,303425,69.04275191562989,8.759598040125741
500,back,66,20078111,2182267,305307,65.76367721670319,9.200574906736893
500,back,67,20628892,2163176,302243,68.2526708641722,9.536390936289974
500,back,68,20911847,2281087,291857,71.6510037449847,9.167492077242121
500,back,69,19254544,2268178,293002,65.71471867086231,8.488991604715327
500,back,70,20341421,2341113,295813,68.76445930368172,8.688782215980178
500,back,71,20443119,2267426,303436,67.37209493929527,9.016002727321641
500,back,72,20849259,2333647,298166,69.92500486306285,8.93419570312048
500,back,73,20665218,2226081,299613,68.9730352154279,9.28322823832556
500,back,74,22047863,2281999,295744,74.5504997565462,9.661644461719746
500,back,75,19235883,2117289,297531,64.65169343698639,9.085147563700563
500,back,76,20656447,2243628,300806,68.67032904928757,9.206716532330672
500,back,77,20707197,2393314,295232,70.13872818664643,8.652102064334224
500,back,78,19786195,2340991,288406,68.60535148367232,8.4520594056107
500,back,79,23291730,2579478,300740,77.44806144842721,9.029629250569302
500,back,80,19135676,2094770,296478,64.54332530575624,9.134977109658816
500,back,81,21808701,2387282,299032,72.93099400733031,9.135368590723676
500,back,82,22039379,2349572,304095,72.47530870287245,9.380167536896082
500,back,83,19380462,2163847,298340,64.9609908158477,8.956484446451158
500,back,84,19634336,2122917,295878,66.35956711888008,9.248753484003378
500,back,85,19781098,2281668,288746,68.50691611312365,8.669577694914421
500,back,86,22251632,2446175,304018,73.19182416830583,9.096500454791665
500,back,87,20258838,2365215,299986,67.53261152187102,8.565326196561411
500,back,88,21361603,2218546,304589,70.13254910715752,9.628650025737578
500,back,89,19982529,2196964,302910,65.96853520847776,9.095519544243784
500,back,90,18446474,2275302,288654,63.90513902457614,8.107264002756557
500,back,91,21256519,2462298,294943,72.0699219849259,8.632797086299059
500,back,92,21166555,2286329,301594,70.18228147774823,9.257878021929477
500,back,93,21403254,2258920,297469,71.95120836120739,9.474994245037452
500,back,94,20305247,2265932,290320,69.94091691926151,8.961101657066497
500,back,95,22365592,2404503,301513,74.17786961092888,9.301544643529246
500,back,96,19993747,2176924,295720,67.61039834979034,9.184402854670168
500,back,97,20433621,2217717,295171,69.22638402824126,9.213809065809569
500,back,98,19623349,2341340,294869,66.54937955498883,8.381247063647313
500,back,99,20689832,2345952,305118,67.80928034399805,8.819375673500566
500,back,100,20508717,2236841,297730,68.88360931044906,9.168607424488375
1000,back,1,19622174,2255254,294310,66.67178825048418,8.700649239509165
1000,back,2,20143939,2277048,295781,68.10423590426701,8.84651487364342
1000,back,3,20146545,2329038,296368,67.97813866544297,8.650157275235527
1000,back,4,21509399,2366973,296924,72.44075588366047,9.087302221022378
1000,back,5,20986323,2371583,294244,71.32285790024605,8.849078020883098
1000,back,6,22226124,2295479,305909,72.65599900624042,9.68256472832032
1000,back,7,21099576,2264875,298978,70.57233642609155,9.316000220762735
1000,back,8,20525155,2124484,307294,66.79321757014455,9.661242447577859
1000,back,9,19628445,2369341,287425,68.2906671305558,8.284347841868266
1000,back,10,19757986,2284985,296265,66.69024690732958,8.646877769438312
1000,back,11,21523893,2418299,298844,72.023841870675,8.90042670488637
1000,back,12,20424016,2272934,302466,67.52499785099813,8.985749696207632
1000,back,13,21200753,2293189,309903,68.41093180769467,9.245096239341807
